Actor/Actress	Movie	Year
GRANT, LEE (I)	PLAZA SUITE	1971
GREGORY, CONSTANTINE	THE REVOLUTIONARY	1970
GREGORY, CONSTANTINE	LOOPHOLE	1981
GREGORY, CONSTANTINE	THE MCKENZIE BREAK	1970
GROSS, ARYE	AMERICAN PLAYHOUSE	1981
GRUBBS, GARY	THE WALTONS	1971
GUEST, CHRISTOPHER (I)	THE HOSPITAL	1971
GUILFOYLE, PAUL (II)	AMERICAN PLAYHOUSE	1981
GUINAN, FRANCIS	AMERICAN PLAYHOUSE	1981
GULAGER, CLU (I)	THE LAST PICTURE SHOW	1971
HACKMAN, GENE	BONNIE AND CLYDE	1967
HACKMAN, GENE	SUPERMAN	1978
HAGEN, ROSS	THE ORGANIZATION	1971
HAGEN, ROSS	THE DEVIL'S 8	1969
HAGERTY, JULIE	AMERICAN PLAYHOUSE	1981
HAGON, GARRICK	STAR WARS	1977
HAHN, ARCHIE	AMERICAN PLAYHOUSE	1981
HAIG, SID (I)	THX 1138	1971
HALEY, JACKIE EARLE	THE WALTONS	1971
HALEY, JACKIE EARLE	AMERICAN PLAYHOUSE	1981
HALL, ALBERT (I)	APOCALYPSE NOW	1979
HALL, PHILIP BAKER	THE WALTONS	1971
HALLAHAN, CHARLES	THE WALTONS	1971
HAMILL, MARK (I)	STAR WARS	1977
HAMILL, MARK (I)	THE BIG RED ONE	1980
HAMILL, MARK (I)	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
HAMILTON, GEORGE (I)	ELVIS: THAT'S THE WAY IT IS	1970
HAMILTON, JOSH (I)	AMERICAN PLAYHOUSE	1981
HAMILTON, RICHARD (I)	AMERICAN PLAYHOUSE	1981
HAMILTON, RICHARD (I)	THE HOSPITAL	1971
HARDISON, KADEEM	AMERICAN PLAYHOUSE	1981
HARRELL, JAMES N.	AMERICAN PLAYHOUSE	1981
HARRINGTON, AL (I)	THE HAWAIIANS	1970
HARRIS, ED (I)	AMERICAN PLAYHOUSE	1981
HARRIS, JULIE (I)	HOW AWFUL ABOUT ALLAN	1970
HARRIS, JULIE (I)	EAST OF EDEN	1955
HARRIS, RICHARD (I)	MAJOR DUNDEE	1965
HARRIS, RICHARD (I)	THE MOLLY MAGUIRES	1970
HARRIS, RICHARD (I)	A MAN CALLED HORSE	1970
HARRIS, ROSEMARY (I)	AMERICAN PLAYHOUSE	1981
HARRISON, GEORGE (I)	A.K.A. CASSIUS CLAY	1970
HART, ROXANNE	AMERICAN PLAYHOUSE	1981
HAYES, ISAAC (I)	AMERICAN PLAYHOUSE	1981
HAYSBERT, DENNIS	AMERICAN PLAYHOUSE	1981
HEATON, TOM (I)	BANDOLERO!	1968
HENDERSON, STEPHEN (I)	AMERICAN PLAYHOUSE	1981
HERRMANN, EDWARD	AMERICAN PLAYHOUSE	1981
HERSHEY, BARBARA	THE PURSUIT OF HAPPINESS	1971
HERSHEY, BARBARA	AMERICAN PLAYHOUSE	1981
HESSEMAN, HOWARD	THE CHRISTIAN LICORICE STORE	1971
HESTON, CHARLTON	MAJOR DUNDEE	1965
HESTON, CHARLTON	TOUCH OF EVIL	1958
HESTON, CHARLTON	THE HAWAIIANS	1970
HESTON, CHARLTON	NUMBER ONE	1969
HEYMAN, BARTON	AMERICAN PLAYHOUSE	1981
HEYMAN, BARTON	VALDEZ IS COMING	1971
HEYMAN, BARTON	THE EXORCIST	1973
HEYMAN, BARTON	LET'S SCARE JESSICA TO DEATH	1971
HICKEY, WILLIAM (I)	LITTLE BIG MAN	1970
HICKS, CHUCK (I)	SOMETHING BIG	1971
HICKS, CHUCK (I)	REBEL WITHOUT A CAUSE	1955
HICKS, CHUCK (I)	THE MOLLY MAGUIRES	1970
HIGGINS, ANTHONY (I)	TASTE THE BLOOD OF DRACULA	1970
HIGGINS, MICHAEL (I)	AMERICAN PLAYHOUSE	1981
HILL, DULÈ	AMERICAN PLAYHOUSE	1981
HILL, HARRY (I)	OH HEAVENLY DOG	1980
HINGLE, PAT	AMERICAN PLAYHOUSE	1981
HINGLE, PAT	WUSA	1970
HITLER, ADOLF	AMERICAN PLAYHOUSE	1981
HO, PAK-KWONG	GUI DA GUI	1980
HO, PAK-KWONG	LIN SHI RONG	1979
HO, PAK-KWONG	ZA JIA XIAO ZI	1979
HOFFMAN, BASIL	THE WALTONS	1971
HOFFMAN, DUSTIN	LITTLE BIG MAN	1970
HOFFMAN, DUSTIN	WHO IS HARRY KELLERMAN AND WHY IS HE SAYING THOSE TERRIBLE THINGS ABOUT ME?	1971
HOLBROOK, HAL	THE BROTHERHOOD	1968
HOLBROOK, HAL	THE GREAT WHITE HOPE	1970
HOLBROOK, HAL	WILD IN THE STREETS	1968
HOLM, IAN	MARY, QUEEN OF SCOTS	1971
HOLM, IAN	ALIEN	1979
HONG, JAMES (I)	AMERICAN PLAYHOUSE	1981
HONG, JAMES (I)	THE HAWAIIANS	1970
HONG, JAMES (I)	THE SAND PEBBLES	1966
HOOTKINS, WILLIAM	STAR WARS	1977
HOOTKINS, WILLIAM	AMERICAN PLAYHOUSE	1981
HOPE, LESLIE (I)	AMERICAN PLAYHOUSE	1981
HOPPER, DENNIS	APOCALYPSE NOW	1979
HOPPER, DENNIS	REBEL WITHOUT A CAUSE	1955
HORSFORD, ANNA MARIA	AMERICAN PLAYHOUSE	1981
HOUSTON, GARY (I)	AMERICAN PLAYHOUSE	1981
HOWARD, CLINT	HUCKLEBERRY FINN	1975
HOWARD, JEAN SPEEGLE	HUCKLEBERRY FINN	1975
HOWARD, KEN (I)	1776	1972
HOWARD, KEN (I)	AMERICAN PLAYHOUSE	1981
HOWARD, RANCE	HUCKLEBERRY FINN	1975
HOWARD, RANCE	THE WALTONS	1971
HOWARD, RON (I)	THE WALTONS	1971
HOWARD, RON (I)	HUCKLEBERRY FINN	1975
HUDDLESTON, DAVID (I)	THE WALTONS	1971
HUDDLESTON, DAVID (I)	SOMETHING BIG	1971
HUDDLESTON, DAVID (I)	WUSA	1970
HUGHES, BARNARD	COLD TURKEY	1971
HUGHES, BARNARD	AMERICAN PLAYHOUSE	1981
HUGHES, BARNARD	THE PURSUIT OF HAPPINESS	1971
HUGHES, BARNARD	THE HOSPITAL	1971
HUMPHREY, MARK (I)	AMERICAN PLAYHOUSE	1981
HUNG, SAMMO KAM-BO	ENTER THE DRAGON	1973
HUNG, SAMMO KAM-BO	GUI DA GUI	1980
HUNG, SAMMO KAM-BO	BAI GA JAI	1981
HUNG, SAMMO KAM-BO	LIN SHI RONG	1979
HUNG, SAMMO KAM-BO	ZAN XIAN SHENG YU ZHAO QIAN HUA	1978
HUNG, SAMMO KAM-BO	SAN DE HUO SHANG YU CHONG MI LIU	1977
HUNG, SAMMO KAM-BO	SHAO LIN MEN	1976
HUNG, SAMMO KAM-BO	ZA JIA XIAO ZI	1979
HUNT, BONNIE	AMERICAN PLAYHOUSE	1981
HUNT, HELEN (I)	AMERICAN PLAYHOUSE	1981
HUNT, LINDA (I)	AMERICAN PLAYHOUSE	1981
HUNTER, KIM (I)	AMERICAN PLAYHOUSE	1981
HUNTER, KIM (I)	A STREETCAR NAMED DESIRE	1951
HUNTER, KIM (I)	A MATTER OF LIFE AND DEATH	1946
HURSEY, SHERRY (I)	THE WALTONS	1971
HURT, JOHN	ALIEN	1979
HURT, JOHN	SINFUL DAVEY	1969
HUSTON, ANJELICA	SINFUL DAVEY	1969
HUTTON, LAUREN	PIECES OF DREAMS	1970
HYLANDS, SCOTT	THE WALTONS	1971
ITZIN, GREGORY	AMERICAN PLAYHOUSE	1981
IVANEK, ZELJKO	AMERICAN PLAYHOUSE	1981
IVEY, DANA	AMERICAN PLAYHOUSE	1981
IVEY, JUDITH	AMERICAN PLAYHOUSE	1981
JAGGER, MICK	PERFORMANCE	1970
JAMES, BRION (I)	THE WALTONS	1971
JAMES, BRION (I)	AMERICAN PLAYHOUSE	1981
JAMES, CLIFTON (I)	THE REIVERS	1969
JAMES, CLIFTON (I)	WUSA	1970
JANIS, CONRAD	THE WALTONS	1971
JARVIS, MARTIN	TASTE THE BLOOD OF DRACULA	1970
JENKINS, RICHARD (I)	AMERICAN PLAYHOUSE	1981
JENNINGS, BRENT (I)	AMERICAN PLAYHOUSE	1981
JOHNSON, BEN (I)	MAJOR DUNDEE	1965
JOHNSON, BEN (I)	SOMETHING BIG	1971
JOHNSON, BEN (I)	THE LAST PICTURE SHOW	1971
JOHNSON, GUSTAVE	THE GANG THAT COULDN'T SHOOT STRAIGHT	1971
JOHNSON, PENNY (I)	AMERICAN PLAYHOUSE	1981
JONES, FREDDIE (I)	FRANKENSTEIN MUST BE DESTROYED	1969
JONES, JAMES EARL	DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB	1964
JONES, JAMES EARL	STAR WARS	1977
JONES, JAMES EARL	AMERICAN PLAYHOUSE	1981
JONES, JAMES EARL	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
JONES, JAMES EARL	THE GREAT WHITE HOPE	1970
JONES, JEFFREY (I)	THE REVOLUTIONARY	1970
JONES, L.Q.	MAJOR DUNDEE	1965
JONES, L.Q.	PAT GARRETT & BILLY THE KID	1973
JONES, L.Q.	STAY AWAY, JOE	1968
JONES, NICHOLAS (I)	THE CORPSE	1971
JONES, TOMMY LEE	LOVE STORY	1970
JOSHUA, LARRY	AMERICAN PLAYHOUSE	1981
JOY, ROBERT (I)	AMERICAN PLAYHOUSE	1981
KAHAN, STEVE	SUPERMAN	1978
KANE, CAROL (I)	AMERICAN PLAYHOUSE	1981
KAREN, JAMES	THE WALTONS	1971
KARTALIAN, BUCK	DEVIL'S ANGELS	1967
KARTALIAN, BUCK	STAY AWAY, JOE	1968
KATSULAS, ANDREAS	AMERICAN PLAYHOUSE	1981
KAVANAGH, JOHN (I)	THE MCKENZIE BREAK	1970
KAY, UNA	OH HEAVENLY DOG	1980
KEANE, JAMES (I)	APOCALYPSE NOW	1979
KEITH, BRIAN (I)	SOMETHING BIG	1971
KEITH, BRIAN (I)	GAILY, GAILY	1969
KEITH, BRIAN (I)	THE MCKENZIE BREAK	1970
KELLERMAN, SALLY	MASH	1970
KELLERMANN, SUSAN	OH HEAVENLY DOG	1980
KELLY, DAVID (I)	THE MCKENZIE BREAK	1970
KELLY, DAVID PATRICK	AMERICAN PLAYHOUSE	1981
KELLY, DAVID PATRICK	THE WARRIORS	1979
KENNEDY, GEORGE (I)	GAILY, GAILY	1969
KENNEDY, GEORGE (I)	BANDOLERO!	1968
KENNEDY, GEORGE (I)	DIRTY DINGUS MAGEE	1970
KENNEDY, MIMI	AMERICAN PLAYHOUSE	1981
KENT, ALLAN	ENTER THE DRAGON	1973
KEYES, IRWIN	THE WARRIORS	1979
KIDDER, MARGOT	GAILY, GAILY	1969
KIDDER, MARGOT	SUPERMAN	1978
KIDNIE, JAMES	AMERICAN PLAYHOUSE	1981
KIER, UDO	FLESH FOR FRANKENSTEIN	1973
KIER, UDO	BLOOD FOR DRACULA	1974
KILPATRICK, PATRICK	AMERICAN PLAYHOUSE	1981
KIM, RANDALL DUK	THE HAWAIIANS	1970
KINGI, HENRY	HALLS OF ANGER	1970
KINNEY, TERRY	AMERICAN PLAYHOUSE	1981
KLEIN, ROBERT (I)	THE PURSUIT OF HAPPINESS	1971
KOTTO, YAPHET	ALIEN	1979
KRISTOFFERSON, KRIS (I)	PAT GARRETT & BILLY THE KID	1973
KURTZ, MARCIA JEAN	AMERICAN PLAYHOUSE	1981
KURTZ, SWOOSIE	AMERICAN PLAYHOUSE	1981
LADD, CHERYL	CHROME AND HOT LEATHER	1971
LADD, DIANE	THE REIVERS	1969
LADD, DIANE	THE WILD ANGELS	1966
LADD, DIANE	WUSA	1970
LAHTI, CHRISTINE (I)	AMERICAN PLAYHOUSE	1981
LAI, KEUNG-KUEN	SHI DI CHU MA	1980
LAM, CHING-YING	GUI DA GUI	1980
LAM, CHING-YING	BAI GA JAI	1981
LAM, CHING-YING	LIN SHI RONG	1979
LAM, CHING-YING	ZAN XIAN SHENG YU ZHAO QIAN HUA	1978
LAM, CHING-YING	SAN DE HUO SHANG YU CHONG MI LIU	1977
LAM, CHING-YING	ZA JIA XIAO ZI	1979
LAMAS, LORENZO	GREASE	1978
LANDAU, MARTIN	THEY CALL ME MISTER TIBBS!	1970
LANDERS, MATT	AMERICAN PLAYHOUSE	1981
LANG, STEPHEN (I)	AMERICAN PLAYHOUSE	1981
LANSBURY, ANGELA	BLUE HAWAII	1961
LARROQUETTE, JOHN	STRIPES	1981
LASSER, LOUISE	BANANAS	1971
LAUTER, ED	THE WALTONS	1971
LAW, JOHN PHILLIP	VON RICHTHOFEN AND BROWN	1971
LAW, JOHN PHILLIP	SKIDOO	1968
LAW, JOHN PHILLIP	THE HAWAIIANS	1970
LAW, JOHN PHILLIP	DA UOMO A UOMO	1967
LAWSON, ERIC (I)	THE WALTONS	1971
LEACHMAN, CLORIS	THE LAST PICTURE SHOW	1971
LEACHMAN, CLORIS	WUSA	1970
LEACHMAN, CLORIS	AMERICAN PLAYHOUSE	1981
LEAKE, DAMIEN	AMERICAN PLAYHOUSE	1981
LEAKE, DAMIEN	APOCALYPSE NOW	1979
LEBELL, GENE	BLUE HAWAII	1961
LEE, CHRISTOPHER (I)	ONE MORE TIME	1970
LEE, CHRISTOPHER (I)	DIAGNOSIS: MURDER	1975
LEE, CHRISTOPHER (I)	THE CITY OF THE DEAD	1960
LEE, CHRISTOPHER (I)	TASTE THE BLOOD OF DRACULA	1970
LEE, CHRISTOPHER (I)	CURSE OF THE CRIMSON ALTAR	1968
LEE, CHRISTOPHER (I)	SCOTT OF THE ANTARCTIC	1948
LEE, CHRISTOPHER (I)	SCREAM AND SCREAM AGAIN	1970
LEE, CHRISTOPHER (I)	THE OBLONG BOX	1969
LEE, CHRISTOPHER (I)	THE HOUSE THAT DRIPPED BLOOD	1971
LEE, HOI SANG	BAI GA JAI	1981
LEE, HOI SANG	LIN SHI RONG	1979
LEE, HOI SANG	ZAN XIAN SHENG YU ZHAO QIAN HUA	1978
LEE, HOI SANG	SI WANG TA	1981
LEE, HOI SANG	SHI DI CHU MA	1980
LEE, HOI SANG	ZA JIA XIAO ZI	1979
LEE, KAIULANI	THE WALTONS	1971
LEE, KAIULANI	AMERICAN PLAYHOUSE	1981
LEGAULT, LANCE	STRIPES	1981
LEGAULT, LANCE	ROUSTABOUT	1964
LEGAULT, LANCE	GIRLS! GIRLS! GIRLS!	1962
LEIBMAN, RON	AMERICAN PLAYHOUSE	1981
LEIGH, JENNIFER JASON	THE WALTONS	1971
LENNON, JOHN (I)	A.K.A. CASSIUS CLAY	1970
LEROY, GLORIA	THE NIGHT THEY RAIDED MINSKY'S	1968
LEROY, GLORIA	COLD TURKEY	1971
LEROY, GLORIA	THE GANG THAT COULDN'T SHOOT STRAIGHT	1971
LEVY, PHILIP (I)	AMERICAN PLAYHOUSE	1981
LEWIS, GEOFFREY (I)	THE WALTONS	1971
LIBERTINI, RICHARD	THE NIGHT THEY RAIDED MINSKY'S	1968
LIBERTINI, RICHARD	AMERICAN PLAYHOUSE	1981
LIEBER, MIMI	GREASE	1978
LINDEN, HAL	GOJIRA, EBIR‚, MOSURA: NANKAI NO DAIKETTO	1966
LINEBACK, RICHARD	THE WALTONS	1971
LIU, CHIA YUNG (I)	ZAN XIAN SHENG YU ZHAO QIAN HUA	1978
LIU, CHIA YUNG (I)	ZA JIA XIAO ZI	1979
LIVELY, ERNIE (I)	THE WALTONS	1971
LLOYD PACK, ROGER	FIGURES IN A LANDSCAPE	1970
LLOYD, CHRISTOPHER (I)	AMERICAN PLAYHOUSE	1981
LOPEZ, FREDRICK	AMERICAN PLAYHOUSE	1981
LUCKING, WILLIAM	THE WALTONS	1971
LUCKING, WILLIAM	STRIPES	1981
LUCKING, WILLIAM	HELL'S BELLES	1969
LUMLEY, JOANNA	THE BALLAD OF TAM LIN	1970
LUMLEY, JOANNA	THE ABOMINABLE DR. PHIBES	1971
LUMLEY, JOANNA	THE HOUSE THAT DRIPPED BLOOD	1971
LUND, JORDAN	AMERICAN PLAYHOUSE	1981
LYMAN, WILL	AMERICAN PLAYHOUSE	1981
LYNDECK, EDMUND	AMERICAN PLAYHOUSE	1981
MACHT, STEPHEN	KILLJOY	1981
MACINNES, ANGUS	STAR WARS	1977
MACLACHLAN, JANET	AMERICAN PLAYHOUSE	1981
MACLACHLAN, JANET	HALLS OF ANGER	1970
MADIGAN, AMY (I)	AMERICAN PLAYHOUSE	1981
MADSEN, VIRGINIA	AMERICAN PLAYHOUSE	1981
MAGUIRE, OLIVER	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
MAHAFFEY, VALERIE	AMERICAN PLAYHOUSE	1981
MAHON, JOHN (I)	THE EXORCIST	1973
MAHONEY, JOHN (I)	AMERICAN PLAYHOUSE	1981
MAILER, STEPHEN	AMERICAN PLAYHOUSE	1981
MAKO (I)	THE HAWAIIANS	1970
MAKO (I)	THE SAND PEBBLES	1966
MALKOVICH, JOHN	AMERICAN PLAYHOUSE	1981
MARGULIES, DAVID (I)	AMERICAN PLAYHOUSE	1981
MARS (I)	ENTER THE DRAGON	1973
MARS (I)	SAN DE HUO SHANG YU CHONG MI LIU	1977
MARS (I)	SI WANG TA	1981
MARS (I)	SHI DI CHU MA	1980
MARS (I)	ZA JIA XIAO ZI	1979
MARSHALL, E.G.	THE PURSUIT OF HAPPINESS	1971
MARTIN, HELEN (II)	AMERICAN PLAYHOUSE	1981
MARTIN, RALPH P.	AMERICAN PLAYHOUSE	1981
MARTINEZ, A	AMERICAN PLAYHOUSE	1981
MARTINEZ, ALMA (I)	AMERICAN PLAYHOUSE	1981
MASON, TOM (I)	APOCALYPSE NOW	1979
MASUR, RICHARD	THE WALTONS	1971
MATTHAU, WALTER	KING CREOLE	1958
MATTHAU, WALTER	PLAZA SUITE	1971
MATTHEWS, DAKIN	AMERICAN PLAYHOUSE	1981
MCCARTHY, ANDREW (I)	AMERICAN PLAYHOUSE	1981
MCCARTHY, BART (I)	AMERICAN PLAYHOUSE	1981
MCCARTHY, KEVIN (I)	I QUATTRO DELL'AVE MARIA	1968
MCCARTNEY, PAUL	A.K.A. CASSIUS CLAY	1970
MCCLANAHAN, RUE	AMERICAN PLAYHOUSE	1981
MCCLANAHAN, RUE	THE PURSUIT OF HAPPINESS	1971
MCCLURE, MARC (I)	SUPERMAN	1978
MCCLURG, EDIE	AMERICAN PLAYHOUSE	1981
MCCORD, KENT (I)	ROUSTABOUT	1964
MCCOURT, MALACHY	THE MOLLY MAGUIRES	1970
MCDANIEL, JAMES (I)	AMERICAN PLAYHOUSE	1981
MCDONALD, MAC (I)	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
MCDOWELL, MALCOLM	FIGURES IN A LANDSCAPE	1970
MCGILL, BRUCE	AMERICAN PLAYHOUSE	1981
MCGOWAN, THOMAS	STRANGER IN OUR HOUSE	1978
MCGRAW, MELINDA	AMERICAN PLAYHOUSE	1981
MCHATTIE, STEPHEN	VON RICHTHOFEN AND BROWN	1971
MCHATTIE, STEPHEN	AMERICAN PLAYHOUSE	1981
MCKINNEY, BILL (I)	ANGEL UNCHAINED	1970
MCRANEY, GERALD	THE WALTONS	1971
MCRANEY, GERALD	THE BRAIN MACHINE	1977
MCROBBIE, PETER	AMERICAN PLAYHOUSE	1981
MCSHANE, IAN	AMERICAN PLAYHOUSE	1981
MCSHANE, IAN	PUSSYCAT, PUSSYCAT, I LOVE YOU	1970
MCSHANE, IAN	THE BALLAD OF TAM LIN	1970
MCSHANE, IAN	PERFORMANCE	1970
MEARA, ANNE	AMERICAN PLAYHOUSE	1981
MENDILLO, STEPHEN	AMERICAN PLAYHOUSE	1981
MEREDITH, BURGESS	THE REIVERS	1969
MEREDITH, BURGESS	SKIDOO	1968
MEREDITH, BURGESS	STAY AWAY, JOE	1968
METAS, CHRISTOPHER	THE WALTONS	1971
MIDDLETON, CLARK	AMERICAN PLAYHOUSE	1981
MILLER, DICK (I)	THE WILD ANGELS	1966
MILLS, JOHN (I)	RYAN'S DAUGHTER	1970
MILLS, JOHN (I)	WAR AND PEACE	1956
MILLS, JOHN (I)	OPERATION CROSSBOW	1965
MILLS, JOHN (I)	SCOTT OF THE ANTARCTIC	1948
MINKOFF, ROBERT	AMERICAN PLAYHOUSE	1981
MITCHELL, DONNA (I)	THE EXORCIST	1973
MITCHUM, ROBERT	RYAN'S DAUGHTER	1970
MITCHUM, ROBERT	LO SBARCO DI ANZIO	1968
MODINE, MATTHEW	AMERICAN PLAYHOUSE	1981
MOFFAT, DONALD	THE WALTONS	1971
MOFFAT, DONALD	AMERICAN PLAYHOUSE	1981
MOFFETT, D.W.	AMERICAN PLAYHOUSE	1981
MONK, DEBRA	AMERICAN PLAYHOUSE	1981
MONROE, JARION	THE ORGANIZATION	1971
MOORE, ROGER (I)	CROSSPLOT	1969
MOORE, SHEILA (I)	AMERICAN PLAYHOUSE	1981
MORAN, SEAN (I)	GREASE	1978
MORATZ, RALPH	REBEL WITHOUT A CAUSE	1955
MORATZ, RALPH	BLUE HAWAII	1961
MORATZ, RALPH	EAST OF EDEN	1955
MORENO, RITA (I)	AMERICAN PLAYHOUSE	1981
MORENO, RUBEN (I)	LITTLE BIG MAN	1970
MOROFF, MIKE	CYCLONE	1978
MORRIS, HAVILAND	AMERICAN PLAYHOUSE	1981
MORRISON, TEMUERA	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
MORSE, RALPH (I)	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
MORSE, RALPH (I)	AMERICAN PLAYHOUSE	1981
MORTON, AMY (I)	AMERICAN PLAYHOUSE	1981
MORTON, JOE (I)	AMERICAN PLAYHOUSE	1981
MOSES, MARK	AMERICAN PLAYHOUSE	1981
MULKEY, CHRIS (I)	THE WALTONS	1971
MULLALLY, MEGAN	AMERICAN PLAYHOUSE	1981
MURPHY, MICHAEL (I)	COUNT YORGA, VAMPIRE	1970
MURPHY, MICHAEL (I)	MASH	1970
MURRAY, BILL (I)	STRIPES	1981
NELLIGAN, KATE	AMERICAN PLAYHOUSE	1981
NELSON, DANNY (I)	AMERICAN PLAYHOUSE	1981
NERO, FRANCO	IL MERCENARIO	1968
NERO, FRANCO	TRISTANA	1970
NEUMANN JR., LARRY	AMERICAN PLAYHOUSE	1981
NEWHART, BOB	COLD TURKEY	1971
NEWMAN, BARRY (I)	VANISHING POINT	1971
NEWMAN, PAUL (I)	AMERICAN PLAYHOUSE	1981
NEWMAN, PAUL (I)	WUSA	1970
NICHOLSON, JACK (I)	THE WILD RIDE	1960
NICHOLSON, JACK (I)	PROFESSIONE: REPORTER	1975
NIMOY, LEONARD	CATLOW	1971
NIMOY, LEONARD	STAR TREK: THE MOTION PICTURE	1979
NIXON, CYNTHIA	AMERICAN PLAYHOUSE	1981
NIXON, RICHARD	COLD TURKEY	1971
NORDLING, JEFFREY	AMERICAN PLAYHOUSE	1981
NORRIS, CHUCK	THE WRECKING CREW	1968
NORTH, ALAN (I)	AMERICAN PLAYHOUSE	1981
NORTH, ALAN (I)	PLAZA SUITE	1971
NORTHAM, JEREMY	AMERICAN PLAYHOUSE	1981
NOSEWORTHY, JACK	AMERICAN PLAYHOUSE	1981
O'BRIEN, NIALL (I)	RYAN'S DAUGHTER	1970
O'KEEFE, MICHAEL (I)	THE WALTONS	1971
O'NEAL, RYAN (I)	LOVE STORY	1970
O'TOOLE, PETER (I)	MURPHY'S WAR	1971
O'TOOLE, PETER (I)	BECKET	1964
OKUMOTO, YUJI	AMERICAN PLAYHOUSE	1981
OLMOS, EDWARD JAMES	AMERICAN PLAYHOUSE	1981
ONTIVEROS, LUPE	AMERICAN PLAYHOUSE	1981
ORBACH, JERRY	THE GANG THAT COULDN'T SHOOT STRAIGHT	1971
ORTH, DAVID (I)	AMERICAN PLAYHOUSE	1981
OZ, FRANK	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
PAGAN, ANTONE	THE WARRIORS	1979
PAGAN, ANTONE	STRIPES	1981
PALANCE, JACK	THE PROFESSIONALS	1966
PALANCE, JACK	IL MERCENARIO	1968
PALANCE, JACK	KILL A DRAGON	1967
PAPE, PAUL	SATURDAY NIGHT FEVER	1977
PARKER, F. WILLIAM	THE WALTONS	1971
PARKER, SARAH JESSICA	AMERICAN PLAYHOUSE	1981
PARKES, GERARD	THE FIRST TIME	1969
PATINKIN, MANDY	AMERICAN PLAYHOUSE	1981
PATTERSON, JAY (I)	AMERICAN PLAYHOUSE	1981
PAXTON, BILL	STRIPES	1981
PECK, GREGORY	I WALK THE LINE	1970
PENDLETON, AUSTIN	SKIDOO	1968
PENG, YUNG-CHIANG	SHI DI CHU MA	1980
PENG, YUNG-CHIANG	BAI GA JAI	1981
PENG, YUNG-CHIANG	GUI DA GUI	1980
PENG, YUNG-CHIANG	SI WANG TA	1981
PERKINS, MILLIE	WILD IN THE STREETS	1968
PERRINE, VALERIE	SUPERMAN	1978
PETERS, BERNADETTE	AMERICAN PLAYHOUSE	1981
PHILLIPS, LESLIE (I)	IN THE DOGHOUSE	1962
PITONIAK, ANNE	AMERICAN PLAYHOUSE	1981
PLEASENCE, DONALD	SOLDIER BLUE	1970
PLEASENCE, DONALD	THX 1138	1971
PLEASENCE, DONALD	FANTASTIC VOYAGE	1966
PLUMMER, CHRISTOPHER (I)	TRIPLE CROSS	1966
PLUMMER, CHRISTOPHER (I)	THE SILENT PARTNER	1978
PLUNKETT, MARYANN	AMERICAN PLAYHOUSE	1981
POGUE, KEN	THE SILENT PARTNER	1978
POITIER, SIDNEY	THEY CALL ME MISTER TIBBS!	1970
POITIER, SIDNEY	BROTHER JOHN	1971
POITIER, SIDNEY	THE ORGANIZATION	1971
POLIZOS, VIC	AMERICAN PLAYHOUSE	1981
POLLARD, MICHAEL J.	THE WILD ANGELS	1966
POLLARD, MICHAEL J.	HANNIBAL BROOKS	1969
POLLARD, MICHAEL J.	BONNIE AND CLYDE	1967
PORTNOW, RICHARD	AMERICAN PLAYHOUSE	1981
POUNDER, CCH	AMERICAN PLAYHOUSE	1981
PRESLEY, ELVIS	BLUE HAWAII	1961
PRESLEY, ELVIS	KING CREOLE	1958
PRESLEY, ELVIS	EASY COME, EASY GO	1967
PRESLEY, ELVIS	G.I. BLUES	1960
PRESLEY, ELVIS	FUN IN ACAPULCO	1963
PRESLEY, ELVIS	ELVIS: THAT'S THE WAY IT IS	1970
PRESLEY, ELVIS	ROUSTABOUT	1964
PRESLEY, ELVIS	GIRLS! GIRLS! GIRLS!	1962
PRESLEY, ELVIS	STAY AWAY, JOE	1968
PRESNELL, HARVE	PAINT YOUR WAGON	1969
PRESTON, CYNTHIA	AMERICAN PLAYHOUSE	1981
PRICE, VINCENT (I)	THE ABOMINABLE DR. PHIBES	1971
PRICE, VINCENT (I)	MORE DEAD THAN ALIVE	1969
PRICE, VINCENT (I)	CRY OF THE BANSHEE	1970
PRICE, VINCENT (I)	SCREAM AND SCREAM AGAIN	1970
PRICE, VINCENT (I)	THE OBLONG BOX	1969
PRIMUS, BARRY (I)	VON RICHTHOFEN AND BROWN	1971
PRIMUS, BARRY (I)	THE BROTHERHOOD	1968
PRINE, ANDREW	BANDOLERO!	1968
PROCHNOW, J¸RGEN	DAS BOOT	1981
PRYCE, JONATHAN	LOOPHOLE	1981
QUAID, DENNIS	STRIPES	1981
QUAID, RANDY	THE LAST PICTURE SHOW	1971
QUARRY, ROBERT	COUNT YORGA, VAMPIRE	1970
QUARRY, ROBERT	WUSA	1970
QUINLAN, KATHLEEN	THE WALTONS	1971
QUINN, AIDAN (I)	AMERICAN PLAYHOUSE	1981
