Actor/Actress	Movie	Year
DUKE, O.L.	THE FIVE HEARTBEATS	1991
DUKE, PATTY	VALLEY OF THE DOLLS	1967
DUKES, DAVID (I)	AMERICAN PLAYHOUSE	1981
DUKES, DAVID (I)	THE RUTANGA TAPES	1990
DUMAURIER, FRANCIS	THE PRINCE OF TIDES	1991
DUNARD, DAVID	FREDDY'S DEAD: THE FINAL NIGHTMARE	1991
DUNAWAY, FAYE	LITTLE BIG MAN	1970
DUNAWAY, FAYE	BONNIE AND CLYDE	1967
DUNBAR, ADRIAN	SCREENPLAY	1986
DUNBAR, ADRIAN	HEAR MY SONG	1991
DUNCAN, ARLENE	BODY PARTS	1991
DUNCAN, LINDSAY (I)	THE REFLECTING SKIN	1990
DUNCAN, LINDSAY (I)	SCREENPLAY	1986
DUNCAN, LINDSAY (I)	BODY PARTS	1991
DUNN, CONRAD	STRIPES	1981
DUNN, KEVIN (I)	THE BONFIRE OF THE VANITIES	1990
DUNNE, GRIFFIN	SCREENPLAY	1986
DUNNE, MARTIN	THE MIRACLE	1991
DUNNING, NICK	SCREENPLAY	1986
DUNNING, NICK	LONDON KILLS ME	1991
DUNSMORE, ROSEMARY	FAVORITE SON	1988
DUNST, KIRSTEN	HIGH STRUNG	1991
DUNST, KIRSTEN	AMERICAN MASTERS	1985
DUNST, KIRSTEN	THE BONFIRE OF THE VANITIES	1990
DUPOIS, STARLETTA	AMERICAN PLAYHOUSE	1981
DUPOIS, STARLETTA	RICOCHET	1991
DURAND, JUDI M.	MOTORAMA	1991
DURBIN, JOHN (I)	THE KILLING MIND	1991
DURBIN, JOHN (I)	DOLLMAN	1991
DURNING, CHARLES	I WALK THE LINE	1970
DURNING, CHARLES	V.I. WARSHAWSKI	1991
DURNING, CHARLES	AMERICAN PLAYHOUSE	1981
DURNING, CHARLES	THE PURSUIT OF HAPPINESS	1971
DUTTON, CHARLES S.	MISSISSIPPI MASALA	1991
DUVALL, ROBERT	LAWMAN	1971
DUVALL, ROBERT	AMERICAN MASTERS	1985
DUVALL, ROBERT	APOCALYPSE NOW	1979
DUVALL, ROBERT	THE REVOLUTIONARY	1970
DUVALL, ROBERT	RAMBLING ROSE	1991
DUVALL, ROBERT	MASH	1970
DUVALL, ROBERT	THX 1138	1971
DUVALL, ROBERT	HEARTS OF DARKNESS: A FILMMAKER'S APOCALYPSE	1991
DWYER, DAVID (I)	IN THE LINE OF DUTY: MANHUNT IN THE DAKOTAS	1991
DWYER, DAVID (I)	PARIS TROUT	1991
DWYER, DAVID (I)	LIVIN' LARGE!	1991
DYE, DALE	JFK	1991
DZUNDZA, GEORGE	THE WALTONS	1971
EASTIN, STEVE (I)	THE WALTONS	1971
EASTMAN, RODNEY	FLIGHT OF BLACK ANGEL	1991
EASTMAN, RODNEY	MOBSTERS	1991
EASTON, ROBERT (I)	PAINT YOUR WAGON	1969
EASTON, ROBERT (I)	VOYAGE TO THE BOTTOM OF THE SEA	1961
EASTWOOD, CLINT	PAINT YOUR WAGON	1969
EASTWOOD, CLINT	AMERICAN MASTERS	1985
EASTWOOD, CLINT	PER UN PUGNO DI DOLLARI	1964
EASTWOOD, JAYNE	HOSTILE TAKEOVER	1988
EBERSOLE, CHRISTINE	AMADEUS	1984
EBERSOLE, CHRISTINE	DEAD AGAIN	1991
EBERSOLE, CHRISTINE	AMERICAN MASTERS	1985
EBERT, ROGER	AMERICAN MASTERS	1985
ECCLESTON, CHRISTOPHER	LET HIM HAVE IT	1991
ECKHOUSE, JAMES	AMERICAN PLAYHOUSE	1981
EDELSTEIN, LISA (I)	THE DOORS	1991
EDMOND, J. TREVOR	FATAL CHARM	1990
EDNER, ASHLEY	KAZE NO TANI NO NAUSHIKA	1984
EDWARDS, DARYL	THE BROTHER FROM ANOTHER PLANET	1984
EDWARDS, DARYL	CITY OF HOPE	1991
EFRON, MARSHALL	THX 1138	1971
EGAN, AERYK	BOOK OF LOVE	1990
EGAN, AERYK	ARCHIE: TO RIVERDALE AND BACK AGAIN	1990
EGGAR, SAMANTHA	AMERICAN MASTERS	1985
EGGAR, SAMANTHA	WHY SHOOT THE TEACHER?	1977
EGGAR, SAMANTHA	THE MOLLY MAGUIRES	1970
EICHHORN, LISA (I)	A WOMAN NAMED JACKIE	1991
EIDING, PAUL	ADVENTURES IN DINOSAUR CITY	1991
EISENHOWER, DWIGHT D.	JFK	1991
EL RAZZAC, ABDUL SALAAM	TERMINATOR 2: JUDGMENT DAY	1991
EL RAZZAC, ABDUL SALAAM	PRETTY WOMAN	1990
ELENIAK, ERIKA	E.T. THE EXTRA-TERRESTRIAL	1982
ELFMAN, JENNA	AMERICAN MASTERS	1985
ELIAS, HECTOR	DRUG WARS: THE CAMARENA STORY	1990
ELIZONDO, HECTOR (I)	AMERICAN PLAYHOUSE	1981
ELIZONDO, HECTOR (I)	FRANKIE AND JOHNNY	1991
ELIZONDO, HECTOR (I)	PRETTY WOMAN	1990
ELIZONDO, HECTOR (I)	VALDEZ IS COMING	1971
ELLIOTT, BEVERLEY	DEEP DARK SECRETS	1987
ELLIOTT, CHRIS (I)	THE ABYSS	1989
ELLIOTT, R. BRUCE	JFK	1991
ELLIOTT, SAM (I)	RUSH	1991
ELLIOTT, SHAWN	BLOODSUCKING PHARAOHS IN PITTSBURGH	1991
ELLIS, WINSTON	FEI YING GAI WAK	1991
EMBRY, ETHAN	DRUG WARS: THE CAMARENA STORY	1990
EMMICH, CLIFF	GAILY, GAILY	1969
ENGLISH, BRADFORD	LAST FLIGHT OUT	1990
ENGLUND, ROBERT	FREDDY'S DEAD: THE FINAL NIGHTMARE	1991
ENSIGN, MICHAEL	SUPERMAN	1978
EPPER, TONY (I)	VALDEZ IS COMING	1971
EPPER, TONY (I)	GUNSMOKE: RETURN TO DODGE	1987
EPPER, TONY (I)	PAINT YOUR WAGON	1969
ERMEY, R. LEE	THE TERROR WITHIN II	1991
ERMEY, R. LEE	APOCALYPSE NOW	1979
ERMEY, R. LEE	TOY SOLDIERS	1991
ERMEY, R. LEE	TRUE IDENTITY	1991
ERMEY, R. LEE	83 HOURS 'TIL DAWN	1990
ERWIN, BILL	NIGHT OF THE WARRIOR	1991
ERWIN, BILL	HOW AWFUL ABOUT ALLAN	1970
ERWIN, BILL	HUCKLEBERRY FINN	1975
ERWIN, BILL	THE WALTONS	1971
ESPOSITO, GIANCARLO (I)	THE BROTHER FROM ANOTHER PLANET	1984
ESPOSITO, GIANCARLO (I)	NIGHT ON EARTH	1991
ESPOSITO, GIANCARLO (I)	AMERICAN PLAYHOUSE	1981
ESPOSITO, GIANCARLO (I)	HARLEY DAVIDSON AND THE MARLBORO MAN	1991
ESTEVEZ, EMILIO	THE OUTSIDERS	1983
ESTEVEZ, JOE	SOULTAKER	1990
ESTEVEZ, RENÈE	GUILTY UNTIL PROVEN INNOCENT	1991
ESTRADA, ERIK (I)	DO OR DIE	1991
ESTRADA, ERIK (I)	CHROME AND HOT LEATHER	1971
EVANS, ART (I)	AMERICAN PLAYHOUSE	1981
EVANS, TERRENCE	TERMINATOR 2: JUDGMENT DAY	1991
EVE, TREVOR (I)	SCANDAL	1989
EVERETT, RUPERT	THE COMFORT OF STRANGERS	1990
EYRE, PETER (I)	LET HIM HAVE IT	1991
FABIAN, AVA	SKI SCHOOL	1990
FABIAN, AVA	MOBSTERS	1991
FACIO, GIANNINA	DELTA FORCE COMMANDO II: PRIORITY RED ONE	1990
FAHEY, JEFF	BODY PARTS	1991
FAIRCHILD, MORGAN	WRITER'S BLOCK	1991
FAIRLEY, MICHELLE	SCREENPLAY	1986
FAIRMAN, MICHAEL (I)	FAVORITE SON	1988
FAISON, FRANKIE	CITY OF HOPE	1991
FALCO, EDIE	TRUST	1990
FALK, PETER (I)	HUSBANDS	1970
FALK, PETER (I)	AMERICAN MASTERS	1985
FALK, PETER (I)	LO SBARCO DI ANZIO	1968
FALLON, JIMMY	AMERICAN MASTERS	1985
FANCY, RICHARD	AMERICAN PLAYHOUSE	1981
FANCY, RICHARD	IDENTITY CRISIS	1989
FARGAS, ANTONIO	HUCKLEBERRY FINN	1975
FARGAS, ANTONIO	HOWLING VI: THE FREAKS	1991
FARGAS, ANTONIO	WHORE	1991
FARID, ZAID	WEDLOCK	1991
FARINA, DENNIS	AMERICAN PLAYHOUSE	1981
FARMER, GARY (I)	AMERICAN PLAYHOUSE	1981
FARRELL, NICHOLAS	SCREENPLAY	1986
FARROW, MIA	AMERICAN MASTERS	1985
FAY, MEAGEN	BARTON FINK	1991
FEGA, RUSS	MOBSTERS	1991
FEIG, PAUL	ZOO RADIO	1990
FELDMAN, COREY	EDGE OF HONOR	1991
FENN, SHERILYN	DIARY OF A HITMAN	1991
FERGUSON, J. DON	IN THE LINE OF DUTY: MANHUNT IN THE DAKOTAS	1991
FERGUSON, KEITH (II)	'A' GAI WAK 2	1987
FERGUSON, LIAM	ANOTHER YOU	1991
FERRARA, FRANK (I)	THE GODFATHER: PART III	1990
FERRARA, FRANK (I)	ONE GOOD COP	1991
FERRARA, FRANK (I)	STONE COLD	1991
FERRARA, FRANK (I)	THE LAST BOY SCOUT	1991
FERRARA, FRANK (I)	THE WARRIORS	1979
FERREIRA, LOUIS	NAKED LUNCH	1991
FERREIRA, LOUIS	THE BIG SLICE	1991
FERRELL, CONCHATA	AMERICAN PLAYHOUSE	1981
FERRER, MIGUEL (I)	DRUG WARS: THE CAMARENA STORY	1990
FIELD, CHELSEA	THE LAST BOY SCOUT	1991
FIELD, CHELSEA	HARLEY DAVIDSON AND THE MARLBORO MAN	1991
FIELDER, HARRY (I)	MURPHY'S WAR	1971
FIELDER, HARRY (I)	HUSBANDS	1970
FIELDER, HARRY (I)	STAR WARS	1977
FIELDER, HARRY (I)	SALT AND PEPPER	1968
FIELDER, HARRY (I)	HIGHLANDER	1986
FIELDER, HARRY (I)	THE REVOLUTIONARY	1970
FIELDER, HARRY (I)	CRY OF THE BANSHEE	1970
FIELDER, HARRY (I)	FRANKENSTEIN MUST BE DESTROYED	1969
FIELDER, HARRY (I)	SUPERMAN	1978
FIELDS, EDITH (I)	RAMPAGE	1987
FILPI, CARMEN	HOLLYWOOD ZAP	1986
FINK, ERIC	MAZES AND MONSTERS	1982
FINK, ERIC	THE BIG SLICE	1991
FINK, JOHN (I)	THE WALTONS	1971
FINK, JOHN (I)	THE BONFIRE OF THE VANITIES	1990
FINLAY, FRANK	THE RETURN OF THE SOLDIER	1982
FINLAY, FRANK	THE MOLLY MAGUIRES	1970
FINLAY, IAN (I)	SCANNERS III: THE TAKEOVER	1991
FINLEY, GREG (I)	MOTORAMA	1991
FINN, JOHN (I)	COVER-UP	1991
FINNEY, ALBERT	LOOPHOLE	1981
FIRTH, JULIAN	TWENTY-ONE	1991
FISCHER, JOHN LOUIS	THE DOORS	1991
FISCHER, TAKAYO	SHOWDOWN IN LITTLE TOKYO	1991
FISH, NANCY	SLEEPING WITH THE ENEMY	1991
FISHBURNE, LAURENCE	AMERICAN PLAYHOUSE	1981
FISHBURNE, LAURENCE	APOCALYPSE NOW	1979
FISHBURNE, LAURENCE	BOYZ N THE HOOD	1991
FISHBURNE, LAURENCE	HEARTS OF DARKNESS: A FILMMAKER'S APOCALYPSE	1991
FISHBURNE, LAURENCE	CLASS ACTION	1991
FISHER, CARRIE (I)	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
FISHER, CARRIE (I)	STAR WARS	1977
FISHER, CARRIE (I)	STAR WARS: EPISODE VI - RETURN OF THE JEDI	1983
FISHER, CARRIE (I)	AMERICAN MASTERS	1985
FISHER, GEORGE (III)	FLIGHT OF BLACK ANGEL	1991
FISHER, GEORGE (III)	SCISSORS	1991
FISHER, GEORGE (III)	SON OF DARKNESS: TO DIE FOR II	1991
FISHER, GEORGE (III)	HOUSE PARTY 2	1991
FITZGERALD, ROB ROY	THELMA & LOUISE	1991
FITZGERALD, TARA (I)	HEAR MY SONG	1991
FITZGERALD, WILBUR	IN THE LINE OF DUTY: MANHUNT IN THE DAKOTAS	1991
FLAGGE, RON	THIS GUN FOR HIRE	1991
FLAHERTY, JOE (I)	STRIPES	1981
FLAHERTY, LANNY	THE BALLAD OF THE SAD CAFE	1991
FLANAGAN, FIONNULA	SINFUL DAVEY	1969
FLAV, FLAVOR	NEW JACK CITY	1991
FLEA (I)	MY OWN PRIVATE IDAHO	1991
FLEA (I)	THE OUTSIDERS	1983
FLEA (I)	MOTORAMA	1991
FLECK, JOHN (I)	AMERICAN PLAYHOUSE	1981
FLETCHER, DEXTER (I)	REVOLUTION	1985
FLETCHER, DEXTER (I)	SCREENPLAY	1986
FLORES, VON (I)	THE BIG SLICE	1991
FLOWER, GEORGE 'BUCK'	FAKE-OUT	1982
FLYNN, MICHAEL (I)	STRIPES	1981
FLYNN, MIRIAM	LONELY HEARTS	1991
FOCH, NINA	DIXIE LANES	1988
FOCH, NINA	AMERICAN MASTERS	1985
FOLEY, DAVE (I)	AMERICAN PLAYHOUSE	1981
FONDA, BRIDGET	THE GODFATHER: PART III	1990
FONDA, BRIDGET	SCANDAL	1989
FONDA, PETER (I)	THE WILD ANGELS	1966
FONDA, PETER (I)	THE HIRED HAND	1971
FONDACARO, PHIL	THE DOORS	1991
FONDACARO, PHIL	THE BLACK CAULDRON	1985
FONDACARO, PHIL	STAR WARS: EPISODE VI - RETURN OF THE JEDI	1983
FONTAINE, FRANK (II)	THE FIVE HEARTBEATS	1991
FORD DAVIES, OLIVER	SCANDAL	1989
FORD DAVIES, OLIVER	PAPER MASK	1990
FORD, CLEBERT (I)	NEW JACK CITY	1991
FORD, CLEBERT (I)	A RAGE IN HARLEM	1991
FORD, HARRISON (I)	BLADE RUNNER	1982
FORD, HARRISON (I)	APOCALYPSE NOW	1979
FORD, HARRISON (I)	STAR WARS: EPISODE VI - RETURN OF THE JEDI	1983
FORD, HARRISON (I)	AMERICAN MASTERS	1985
FORD, HARRISON (I)	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
FORD, HARRISON (I)	STAR WARS	1977
FORD, MARIA (I)	RING OF FIRE	1991
FORD, MARIA (I)	NAKED OBSESSION	1990
FORD, STEVEN (I)	TWENTY DOLLAR STAR	1991
FOREE, KEN	FATAL CHARM	1990
FOREE, KEN	NIGHT OF THE WARRIOR	1991
FOREST, DENIS	WEDLOCK	1991
FOREST, MICHAEL (I)	AKIRA	1988
FOREST, MICHAEL (I)	KIDÙ SENSHI GUNDAM F91	1991
FORONJY, RICHARD	ONCE UPON A TIME IN AMERICA	1984
FORREST, FREDERIC	AMERICAN PLAYHOUSE	1981
FORREST, FREDERIC	APOCALYPSE NOW	1979
FORREST, FREDERIC	HEARTS OF DARKNESS: A FILMMAKER'S APOCALYPSE	1991
FORSTER, ROBERT (I)	IN BETWEEN	1991
FORSTER, ROBERT (I)	29TH STREET	1991
FORSTER, ROBERT (I)	PIECES OF DREAMS	1970
FORSYTHE, WILLIAM (I)	ONCE UPON A TIME IN AMERICA	1984
FORSYTHE, WILLIAM (I)	STONE COLD	1991
FORSYTHE, WILLIAM (I)	OUT FOR JUSTICE	1991
FOSTER, JODIE	CATCHFIRE	1990
FOSTER, MEG (I)	ADAM AT SIX A.M.	1970
FOSTER, NEIL (I)	TERMINI STATION	1989
FOX, COLIN (I)	SCANNERS III: THE TAKEOVER	1991
FOX, COLIN (I)	DESCENDING ANGEL	1990
FOX, JAMES (I)	THE RUSSIA HOUSE	1990
FOX, JAMES (I)	PERFORMANCE	1970
FOX, JAMES (I)	AFRAID OF THE DARK	1991
FOX, KERRY (I)	AN ANGEL AT MY TABLE	1990
FOX, MICHAEL J. (I)	THE HARD WAY	1991
FOXWORTH, ROBERT	RING OF FIRE	1991
FRAKES, JONATHAN	THE WALTONS	1971
FRALEY, PAT (II)	THE FISHER KING	1991
FRALICK, DAVID 'SHARK'	SOULTAKER	1990
FRALICK, DAVID 'SHARK'	PROJECT ELIMINATOR	1991
FRANCIS, ALAN (III)	AMERICAN MASTERS	1985
FRANCIS, DAVID (I)	SCANNERS II: THE NEW ORDER	1991
FRANCKS, DON	MARRIED TO IT	1991
FRANDSEN, JANO	XTRO II: THE SECOND ENCOUNTER	1990
FRANK, BRIAN (I)	FAVORITE SON	1988
FRANK, TONY (I)	RUSH	1991
FRANK, TONY (I)	A CLIMATE FOR KILLING	1991
FRANKEN, STEVE	NUMBER ONE	1969
FRANKLYN-ROBBINS, JOHN	THE PLAGUE DOGS	1982
FRANKLYN-ROBBINS, JOHN	THE BRUTE	1977
FRANZ, ELIZABETH	AMERICAN PLAYHOUSE	1981
FRASER, BRENDAN	DOGFIGHT	1991
FRASER, BRENDAN	GUILTY UNTIL PROVEN INNOCENT	1991
FRASER, DUNCAN (II)	THE REFLECTING SKIN	1990
FREEMAN, J.E.	ONE GOOD COP	1991
FREEMAN, K. TODD	RICOCHET	1991
FREEMAN, K. TODD	THE KILLING MIND	1991
FREEMAN, K. TODD	GRAND CANYON	1991
FREEMAN, MORGAN (I)	AMERICAN MASTERS	1985
FREEMAN, MORGAN (I)	THE BONFIRE OF THE VANITIES	1990
FREEMAN, ROB (I)	THE RUSSIA HOUSE	1990
FRENCH, BRUCE (I)	THE WALTONS	1971
FRENCH, LEIGH	WUSA	1970
FRENETTE, JEAN	SCANNERS III: THE TAKEOVER	1991
FRENETTE, JEAN	SCANNERS II: THE NEW ORDER	1991
FREWER, MATT	THE TAKING OF BEVERLY HILLS	1991
FREWER, MATT	AMERICAN PLAYHOUSE	1981
FRICKER, BRENDA	SINFUL DAVEY	1969
FRIEDMAN, PETER (I)	GUILTY UNTIL PROVEN INNOCENT	1991
FRIELS, COLIN	CLASS ACTION	1991
FRIERSON, EDDIE	AKIRA	1988
FRIESEN, JOHN (I)	NAKED LUNCH	1991
FRIESEN, JOHN (I)	WHY SHOOT THE TEACHER?	1977
FROST, SADIE	DIAMOND SKULLS	1989
FULFORD, CHRISTOPHER	SCREENPLAY	1986
FULLER, JONATHAN (I)	THE PIT AND THE PENDULUM	1991
FULLER, KURT (I)	EVE OF DESTRUCTION	1991
FULLER, KURT (I)	THE BONFIRE OF THE VANITIES	1990
FULTON, CHRISTINA (I)	THE DOORS	1991
FUNG, HARK-ON	LONG DE XIN	1985
FUNG, HARK-ON	QI MOU MIAO JI: WU FU XING	1983
FUNG, HARK-ON	LIN SHI RONG	1979
FUNG, HARK-ON	ZAN XIAN SHENG YU ZHAO QIAN HUA	1978
FUNG, HARK-ON	GING CHAT GOO SI	1985
FUNG, HARK-ON	SAN DE HUO SHANG YU CHONG MI LIU	1977
FUNG, HARK-ON	JI JI	1989
FUNG, HARK-ON	SHI DI CHU MA	1980
FUNG, HARK-ON	ZHONG HUA ZHAN SHI	1987
FUNG, HARK-ON	LONG XIAO YE	1982
FUREY, JOHN	THE WALTONS	1971
FURLONG, EDWARD	TERMINATOR 2: JUDGMENT DAY	1991
FUTTERMAN, DAN	THE FISHER KING	1991
FYFE, JIM	A KISS BEFORE DYING	1991
GABEL, MICHAEL	ON THE BLOCK	1990
GAFFNEY, MO	OTHER PEOPLE'S MONEY	1991
GAIL, MAX	THE ORGANIZATION	1971
GAINES, BOYD	AMERICAN PLAYHOUSE	1981
GAINES, BOYD	A WOMAN NAMED JACKIE	1991
GALE, ED	DOLLY DEAREST	1991
GALE, VINCENT (I)	CROOKED HEARTS	1991
GALLAGHER, BRONAGH	THE COMMITMENTS	1991
GALLAGHER, BRONAGH	SCREENPLAY	1986
GALLAGHER, PETER (I)	SCREENPLAY	1986
GALLAGHER, PETER (I)	AMERICAN PLAYHOUSE	1981
GALLEGO, GINA (I)	RAINBOW DRIVE	1990
GALLIGAN, ZACH	ZANDALEE	1991
GALLIGAN, ZACH	AMERICAN PLAYHOUSE	1981
GALLIGAN, ZACH	PSYCHIC	1991
GAMBON, MICHAEL	MOBSTERS	1991
GAMMON, JAMES (I)	THE WALTONS	1971
GAMMON, JAMES (I)	AMERICAN PLAYHOUSE	1981
GAMMON, JAMES (I)	A MAN CALLED HORSE	1970
GANATRA, NITIN	TRULY MADLY DEEPLY	1990
GANDOLFINI, JAMES	THE LAST BOY SCOUT	1991
GANN, MERRILYN	DEEP DARK SECRETS	1987
GANN, MERRILYN	WHY SHOOT THE TEACHER?	1977
GANNON, RUSSELL (I)	TOY SOLDIERS	1991
GANT, DAVID (I)	BRAZIL	1985
GANT, RICHARD	STONE COLD	1991
GANZ, BRUNO	LA DOMENICA SPECIALMENTE	1991
GARBER, DENNIS (I)	THE LAST BOY SCOUT	1991
GARBER, VICTOR	AMERICAN PLAYHOUSE	1981
GARBER, VICTOR	AMERICAN MASTERS	1985
GARCIA, ANDY (I)	DEAD AGAIN	1991
GARCIA, ANDY (I)	THE GODFATHER: PART III	1990
GARCIA, JSU	AMERICAN PLAYHOUSE	1981
GARCIA, JSU	PREDATOR 2	1990
GARCIA, RICK (I)	C.A.T. SQUAD	1986
GARCÈS, PAULA	HANGIN' WITH THE HOMEBOYS	1991
GARFIELD, ALLEN	BIS ANS ENDE DER WELT	1991
GARFIELD, ALLEN	BANANAS	1971
GARFIELD, ALLEN	THE ORGANIZATION	1971
GARLINGTON, LEE	LAST FLIGHT OUT	1990
GARNER, JAMES (I)	AMERICAN MASTERS	1985
GARO, ARMEN	AMERICAN PLAYHOUSE	1981
GARR, TERI	PRIME SUSPECT	1982
GARR, TERI	ROUSTABOUT	1964
GARR, TERI	FUN IN ACAPULCO	1963
GARR, TERI	SUMMERTREE	1971
GARRETT, SPENCER (I)	AMERICAN PLAYHOUSE	1981
GARSON, WILLIE	MOBSTERS	1991
GARSON, WILLIE	AMERICAN PLAYHOUSE	1981
GATI, KATHLEEN	FRANKENHOOKER	1990
GAVRIEL, URI	COVER-UP	1991
GAZZARA, BEN (I)	HUSBANDS	1970
GEDRICK, JASON	BACKDRAFT	1991
GEDRICK, JASON	AMERICAN PLAYHOUSE	1981
GEE, JESSICA	AKIRA	1988
GEE, JESSICA	HUO SHAO DAO	1990
GEE, JESSICA	ZHONG HUA YING XIONG	1986
GEE, JESSICA	'A' GAI WAK 2	1987
GEE, JESSICA	LONG XIAO YE	1982
GEER, ELLEN	THE WALTONS	1971
GEER, ELLEN	THE REIVERS	1969
GEER, ELLEN	LONELY HEARTS	1991
GEER, KEVIN	THE WALTONS	1971
GELLAR, SARAH MICHELLE	A WOMAN NAMED JACKIE	1991
GENARO, TONY	SWITCH	1991
GENARO, TONY	TED & VENUS	1991
GENOVESE, MIKE	POINT BREAK	1991
GENZEL, CARRIE	SKI SCHOOL	1990
GERE, RICHARD	PRETTY WOMAN	1990
GERETY, PETER	AMERICAN PLAYHOUSE	1981
GERSHON, GINA	VOODOO DAWN	1991
GERSHON, GINA	CITY OF HOPE	1991
GERSHON, GINA	OUT FOR JUSTICE	1991
GERSHON, GINA	JUNGLE FEVER	1991
GETTY, BALTHAZAR	THE POPE MUST DIE	1991
GETTY, BALTHAZAR	WHERE THE DAY TAKES YOU	1991
GIAMBALVO, LOUIS	THE BONFIRE OF THE VANITIES	1990
GIANNINI, GIANCARLO	THE SECRET OF SANTA VITTORIA	1969
GIANNINI, GIANCARLO	LO SBARCO DI ANZIO	1968
GIBB, CYNTHIA	AMERICAN MASTERS	1985
GIBB, DONALD	STRIPES	1981
GIBBS, MATYELOK	SCREENPLAY	1986
GIBSON, HENRY (I)	AROUND THE WORLD IN 80 DAYS	1989
GIBSON, MEG	AMERICAN PLAYHOUSE	1981
GIBSON, MEL (I)	AMERICAN MASTERS	1985
GIDLEY, PAMELA	LIEBESTRAUM	1991
GIDLEY, PAMELA	HIGHWAY TO HELL	1991
GIELGUD, JOHN	BECKET	1964
GIELGUD, JOHN	PROSPERO'S BOOKS	1991
GIL, ARTURO (I)	THE DARK BACKWARD	1991
GILBERT, ANDREW S.	SWEET TALKER	1991
GILLEN, AIDAN	SCREENPLAY	1986
GILLIAM, BURTON	THE WALTONS	1971
GILLIAM, BURTON	THE TERROR WITHIN II	1991
GILLIAM, TERRY	AROUND THE WORLD IN 80 DAYS	1989
GILLIAM, TERRY	BRAZIL	1985
GILLIARD JR., LAWRENCE	STRAIGHT OUT OF BROOKLYN	1991
GILPIN, JEAN	GING CHAT GOO SI	1985
GILPIN, JEAN	KAZE NO TANI NO NAUSHIKA	1984
GIMPEL, ERICA	AMERICAN PLAYHOUSE	1981
GIMPEL, ERICA	HOMICIDE	1991
GIMÈNEZ CACHO, DANIEL	CABEZA DE VACA	1991
GIRARD, SIMONE-…LISE	SCANNERS II: THE NEW ORDER	1991
GIRARDEAU, FRANK (I)	THE DOORS	1991
GIVENS, ROBIN	A RAGE IN HARLEM	1991
GLASGOW, GIL	JFK	1991
GLAZER, EUGENE ROBERT	THE FIVE HEARTBEATS	1991
GLAZER, EUGENE ROBERT	EVE OF DESTRUCTION	1991
GLAZER, EUGENE ROBERT	DOLLMAN	1991
GLEASON, JOANNA (I)	AMERICAN PLAYHOUSE	1981
GLEASON, PAUL (I)	RICH GIRL	1991
GLEESON, BRENDAN	SCREENPLAY	1986
GLENN, SCOTT (I)	BACKDRAFT	1991
GLENN, SCOTT (I)	APOCALYPSE NOW	1979
GLENN, SCOTT (I)	WOMEN & MEN 2: IN LOVE THERE ARE NO RULES	1991
GLOVER, CRISPIN	THE DOORS	1991
GLOVER, DANNY (I)	AMERICAN MASTERS	1985
GLOVER, DANNY (I)	AMERICAN PLAYHOUSE	1981
GLOVER, DANNY (I)	PREDATOR 2	1990
GLOVER, DANNY (I)	A RAGE IN HARLEM	1991
GLOVER, DANNY (I)	GRAND CANYON	1991
GLOVER, JOHN (I)	AMERICAN PLAYHOUSE	1981
GLOVER, JULIAN (I)	STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK	1980
GLOVER, JULIAN (I)	THE BRUTE	1977
GOING, JOANNA	AMERICAN PLAYHOUSE	1981
GOLDBERG, WHOOPI	AMERICAN MASTERS	1985
GOLDBERG, WHOOPI	HOUSE PARTY 2	1991
GOLDBLUM, JEFF	AMERICAN PLAYHOUSE	1981
GOLDEN, ANNIE	AMERICAN PLAYHOUSE	1981
GOLDEN, DAN (I)	TERMINAL FORCE	1989
GOLDEN, DAN (I)	WIZARDS OF THE DEMON SWORD	1991
GOLDSTEIN, JENETTE	TERMINATOR 2: JUDGMENT DAY	1991
GOLDSTEIN, JENETTE	ALIENS	1986
GOLDTHWAIT, BOBCAT	SHAKES THE CLOWN	1991
GOLDWYN, TONY	FAVORITE SON	1988
GOLDWYN, TONY	AMERICAN MASTERS	1985
GOLINO, VALERIA	YEAR OF THE GUN	1991
GOLINO, VALERIA	LA PUTAIN DU ROI	1990
GOLINO, VALERIA	THE INDIAN RUNNER	1991
GOMEZ, JAIME (I)	DOLLY DEAREST	1991
GONG, LI	AMERICAN MASTERS	1985
GONZALES, STEVE (I)	TIMEBOMB	1991
GOODING JR., CUBA	BOYZ N THE HOOD	1991
GOODMAN, JOHN (I)	BARTON FINK	1991
GOODSON, BARBARA	AKIRA	1988
GOODSON, BARBARA	KIDÙ SENSHI GUNDAM F91	1991
GOOSSEN, GREG	CLASS ACTION	1991
GORBACHEV, MIKHAIL	THE ABYSS	1989
GORDON, EVE (I)	A WOMAN NAMED JACKIE	1991
GORDON, EVE (I)	SWITCHED AT BIRTH	1991
GORE, AL (I)	AMERICAN MASTERS	1985
GORMAN, PATRICK (I)	THE WALTONS	1971
GORSHIN, FRANK (I)	SKIDOO	1968
GOSSETT JR., LOUIS	TOY SOLDIERS	1991
GOSSETT JR., LOUIS	COVER-UP	1991
GOSSETT JR., LOUIS	AMERICAN PLAYHOUSE	1981
GOTTFRIED, GILBERT	HIGHWAY TO HELL	1991
GOUGH, MICHAEL (I)	LET HIM HAVE IT	1991
GOUGH, MICHAEL (I)	SCREENPLAY	1986
