Actor/Actress	Movie	Year
BARBULESCU, CONSTANTIN (I)	PRISON OF THE DEAD	2000
BARBULESCU, CONSTANTIN (I)	THE ELITE	2001
BARBULESCU, CONSTANTIN (I)	WOLF GIRL	2001
BARBULESCU, CONSTANTIN (I)	SEARCH FOR THE JEWEL OF POLARIS: MYSTERIOUS MUSEUM	1999
BARBULESCU, CONSTANTIN (I)	TALISMAN	1998
BARBULESCU, CONSTANTIN (I)	DARK PRINCE: THE TRUE STORY OF DRACULA	2000
BARBULESCU, CONSTANTIN (I)	ALIEN ABDUCTION: INTIMATE SECRETS	1996
BARBULESCU, CONSTANTIN (I)	CLOCKMAKER	1998
BARBULESCU, CONSTANTIN (I)	PHANTOM TOWN	1999
BARBULESCU, CONSTANTIN (I)	ALIENS IN THE WILD, WILD WEST	1999
BARBULESCU, CONSTANTIN (I)	JOSH KIRBY... TIME WARRIOR: CHAPTER 1, PLANET OF THE DINO-KNIGHTS	1995
BARBULESCU, CONSTANTIN (I)	TRAIN DE VIE	1998
BARBULESCU, CONSTANTIN (I)	DIPLOMATIC SIEGE	1999
BARBULESCU, CONSTANTIN (I)	VAMPIRE JOURNALS	1997
BARBULESCU, CONSTANTIN (I)	LURID TALES: THE CASTLE QUEEN	1997
BARCKHOFF, DAVID	HOUSEGUEST	1995
BARCKHOFF, DAVID	SIRENS	1993
BARCKHOFF, DAVID	SUDDEN DEATH	1995
BARCKHOFF, DAVID	STRIKING DISTANCE	1993
BARCKHOFF, DAVID	KINGPIN	1996
BARCKHOFF, DAVID	THE CEMETERY CLUB	1993
BARCLAY, CAROLINE (I)	CAROLINE AT MIDNIGHT	1994
BARCLAY, CAROLINE (I)	SPECIES	1995
BARCLAY, CAROLINE (I)	THE GAME	1997
BARCLAY, CAROLINE (I)	S.F.W.	1994
BARCLAY, CAROLINE (I)	BLACK DAY BLUE NIGHT	1995
BARCLAY, CAROLINE (I)	BY THE SWORD	1991
BARCLAY, CAROLINE (I)	CANDYMAN: FAREWELL TO THE FLESH	1995
BARCLAY, CAROLINE (I)	FAMILY OF COPS	1995
BARCLAY, CAROLINE (I)	WITHIN THE ROCK	1996
BARDEM, JAVIER	THE DANCER UPSTAIRS	2002
BARDEM, JAVIER	PERDITA DURANGO	1997
BARDEM, JAVIER	BOCA A BOCA	1995
BARDEM, JAVIER	SEGUNDA PIEL	1999
BARDEM, JAVIER	TACONES LEJANOS	1991
BARDEM, JAVIER	BEFORE NIGHT FALLS	2000
BARDEM, JAVIER	CARNE TRÈMULA	1997
BARDEM, JAVIER	LOS LUNES AL SOL	2002
BARDEM, JAVIER	SIN NOTICIAS DE DIOS	2001
BARDHA, ELE	DRACULA	1992
BAREIKIS, ARIJA	DEUCE BIGALOW: MALE GIGOLO	1999
BAREIKIS, ARIJA	THE MYTH OF FINGERPRINTS	1997
BAREIKIS, ARIJA	SNOW FALLING ON CEDARS	1999
BARELA, RICHARD	ALL THE PRETTY HORSES	2000
BARELA, RICHARD	UNSPEAKABLE	2002
BARELA, RICHARD	LOCKDOWN	2000
BARELA, RICHARD	MANIACTS	2001
BARELA, RICHARD	GHOSTS OF MARS	2001
BARKETT, STEVE	RAPID ASSAULT	1997
BARKETT, STEVE	MASSEUSE	1996
BARKETT, STEVE	DARK UNIVERSE	1993
BARKETT, STEVE	HARD BOUNTY	1995
BARKETT, STEVE	ATTACK OF THE 60 FOOT CENTERFOLDS	1995
BARKETT, STEVE	DROID GUNNER	1995
BARKETT, STEVE	STAR HUNTER	1996
BARKETT, STEVE	WIZARDS OF THE DEMON SWORD	1991
BARKETT, STEVE	BIKINI DRIVE-IN	1995
BARKETT, STEVE	INVISIBLE MOM	1996
BARKIN, ELLEN	BAD COMPANY	1995
BARKIN, ELLEN	FEAR AND LOATHING IN LAS VEGAS	1998
BARKIN, ELLEN	THE WHITE RIVER KID	1999
BARKIN, ELLEN	SWITCH	1991
BARKIN, ELLEN	MAN TROUBLE	1992
BARKIN, ELLEN	MAC	1992
BARKIN, ELLEN	SOMEONE LIKE YOU...	2001
BARKIN, ELLEN	MAD DOG TIME	1996
BARKIN, ELLEN	DROP DEAD GORGEOUS	1999
BARKIN, ELLEN	CRIME + PUNISHMENT IN SUBURBIA	2000
BARKIN, ELLEN	INTO THE WEST	1992
BARKIN, ELLEN	THIS BOY'S LIFE	1993
BARKIN, ELLEN	THE FAN	1996
BARKIN, ELLEN	MERCY	2000
BARKIN, ELLEN	WILD BILL	1995
BARKLEY, CHARLES	HE GOT GAME	1998
BARKLEY, CHARLES	FORGET PARIS	1995
BARKLEY, CHARLES	SPACE JAM	1996
BARKLEY, CHARLES	CLERKS	2000
BARKLEY, CHARLES	LOOK WHO'S TALKING NOW	1993
BARKOFF, VICTORIA	THE EDUCATION OF LITTLE TREE	1997
BARKOFF, VICTORIA	RELATIVE FEAR	1994
BARKOFF, VICTORIA	SIRENS	1993
BARKOFF, VICTORIA	A WALK ON THE MOON	1999
BARKOFF, VICTORIA	THE WITNESS FILES	1999
BARKOFF, VICTORIA	WHEN JUSTICE FAILS	1999
BARKOFF, VICTORIA	SCANNERS II: THE NEW ORDER	1991
BARLOW, TIM (I)	THE UGLY	1997
BARLOW, TIM (I)	MARY REILLY	1996
BARLOW, TIM (I)	COUSIN BETTE	1998
BARLOW, TIM (I)	THE EMPEROR'S NEW CLOTHES	2001
BARLOW, TIM (I)	LES MISÈRABLES	1998
BARLOW, TIM (I)	SCREENPLAY	1986
BARNBROOK, JACQUIE	A CRACK IN THE FLOOR	2001
BARNBROOK, JACQUIE	THE GOOD GIRL	2002
BARNBROOK, JACQUIE	SHREK	2001
BARNBROOK, JACQUIE	GEORGE LOPEZ	2002
BARNES, ADILAH	AUGGIE ROSE	2000
BARNES, ADILAH	ERIN BROCKOVICH	2000
BARNES, ADILAH	SWITCHED AT BIRTH	1991
BARNES, ADILAH	BASIC INSTINCT	1992
BARNES, ADILAH	BULWORTH	1998
BARNES, ADILAH	MURDER BY NUMBERS	2002
BARNES, ADILAH	SEVEN GIRLFRIENDS	1999
BARNES, ADILAH	BEAUTIFUL	2000
BARNES, BARRY (I)	MOLL FLANDERS	1996
BARNES, BARRY (I)	THE ESCAPIST	2002
BARNES, BARRY (I)	REIGN OF FIRE	2002
BARNES, BARRY (I)	MICHAEL COLLINS	1996
BARNES, BARRY (I)	ORDINARY DECENT CRIMINAL	2000
BARNES, CHRIS (V)	SEVEN DAYS TO LIVE	2000
BARNES, CHRIS (V)	MUCH ADO ABOUT NOTHING	1993
BARNES, CHRIS (V)	FRANKENSTEIN	1994
BARNES, CHRIS (V)	GREENFINGERS	2000
BARNES, CHRIS (V)	WAKING THE DEAD	2000
BARNES, CHRIS (V)	ANGEL'S DANCE	1999
BARNES, CHRIS (V)	THE GROTESQUE	1995
BARNES, DWAYNE	TYRONE	1999
BARNES, DWAYNE	BLANKMAN	1994
BARNES, DWAYNE	RIOT	1997
BARNES, DWAYNE	WHITE MEN CAN'T JUMP	1992
BARNES, DWAYNE	MENACE II SOCIETY	1993
BARNES, DWAYNE	TRUE FRIENDS	1998
BARNES, DWAYNE	THE REAL HOWARD SPITZ	1998
BARNES, PRISCILLA	MUMFORD	1999
BARNES, PRISCILLA	THE BACKLOT MURDERS	2002
BARNES, PRISCILLA	STEPFATHER III	1992
BARNES, PRISCILLA	THE CROSSING GUARD	1995
BARNES, PRISCILLA	CATHERINE'S GROVE	1997
BARNES, PRISCILLA	ALONE WITH A STRANGER	2001
BARNES, PRISCILLA	LICENCE TO KILL	1989
BARNES, PRISCILLA	IMPLICATED	1999
BARNES, PRISCILLA	MALLRATS	1995
BARNES, PRISCILLA	EROTIQUE	1994
BARNES, SUSAN (I)	SPEED 2: CRUISE CONTROL	1997
BARNES, SUSAN (I)	THE MAN FROM ELYSIAN FIELDS	2001
BARNES, SUSAN (I)	NURSE BETTY	2000
BARNES, SUSAN (I)	LEAVING LAS VEGAS	1995
BARNES, SUSAN (I)	DOG WATCH	1997
BARNES, SUSAN (I)	ONE NIGHT STAND	1997
BARNES, SUSAN (I)	SPEED	1994
BARNES, SUSAN (I)	WHERE THE MONEY IS	2000
BARNES, SUSAN (I)	BREAK UP	1998
BARNES, SUSAN (I)	THE VANISHING	1993
BARNES, SUSAN (I)	SEDUCED BY MADNESS: THE DIANE BORCHARDT STORY	1996
BARNES, SUSAN (I)	LOVER GIRL	1997
BARNES, SUSAN (I)	NOTHING TO LOSE	1997
BARNES, SUSAN (I)	INVENTING THE ABBOTTS	1997
BARNES, SUSAN (I)	TALL TALE	1995
BARNES, SUSAN (I)	FREEWAY	1996
BARNES, SUSAN (I)	THE OUTFITTERS	1999
BARNES, TOMMY (I)	THE GREEN MILE	1999
BARNES, TOMMY (I)	AGAINST THE WALL	1994
BARNES-HOPKINS, BARBARA	DOWN IN THE DELTA	1998
BARNES-HOPKINS, BARBARA	DEAD HUSBANDS	1998
BARNES-HOPKINS, BARBARA	FOCUS	2001
BARNES-HOPKINS, BARBARA	A KILLING SPRING	2002
BARNES-HOPKINS, BARBARA	A SEASON ON THE BRINK	2002
BARNES-HOPKINS, BARBARA	WHITEWASH: THE CLARENCE BRANDLEY STORY	2002
BARNES-HOPKINS, BARBARA	BLIND FAITH	1998
BARNES-HOPKINS, BARBARA	ONE TOUGH COP	1998
BARNETT, ANGUS	FAIRYTALE: A TRUE STORY	1997
BARNETT, ANGUS	LORENZO'S OIL	1992
BARNETT, TOM (I)	THE BOONDOCK SAINTS	1999
BARNETT, TOM (I)	THE SPREADING GROUND	2000
BARNETT, TOM (I)	THE DEAD ZONE	2002
BARNHARDT, MALIK	8 MILE	2002
BARON COHEN, SACHA	ALI G INDAHOUSE	2002
BARON, JOANNE (I)	ANGIE	1994
BARON, JOANNE (I)	UNIVERSAL SOLDIER	1992
BARON, JOANNE (I)	ST. PATRICK'S DAY	1997
BARON, JOANNE (I)	THE DENTIST	1996
BARON, JOANNE (I)	THE BIG FALL	1997
BARON, JOANNE (I)	BITTERSWEET	1999
BARON, JOANNE (I)	INTRODUCING DOROTHY DANDRIDGE	1999
BARON, JOANNE (I)	BROOKLYN BABYLON	2001
BARON, JOANNE (I)	PERFUME	2001
BARON, JOANNE (I)	THREESOME	1994
BARON, JOANNE (I)	LADYKILLER	1996
BARONDES, ELIZABETH	LAST CRY	2001
BARONDES, ELIZABETH	ABSENCE OF THE GOOD	1999
BARONDES, ELIZABETH	THE GIRL GETS MOE	1997
BARONDES, ELIZABETH	NATURAL SELECTION	1999
BARONDES, ELIZABETH	THE FORSAKEN	2001
BARONDES, ELIZABETH	DON'T DO IT	1994
BARONDES, ELIZABETH	FULL BODY MASSAGE	1995
BARONDES, ELIZABETH	ADRENALIN: FEAR THE RUSH	1996
BARONDES, ELIZABETH	LONE STAR STATE OF MIND	2002
BARONDES, ELIZABETH	SPIDER'S WEB	2002
BARONDES, ELIZABETH	NOT OF THIS EARTH	1995
BARONDES, ELIZABETH	IMPLICATED	1999
BARONDES, ELIZABETH	MADE	2001
BARR, JEAN-MARC (I)	LA PESTE	1992
BARR, JEAN-MARC (I)	LA SIRËNE ROUGE	2002
BARR, JEAN-MARC (I)	BREAKING THE WAVES	1996
BARR, JEAN-MARC (I)	DANCER IN THE DARK	2000
BARR, JEAN-MARC (I)	EUROPA	1991
BARR, JEAN-MARC (I)	ST. IVES	1998
BARR, ROSEANNE	EVEN COWGIRLS GET THE BLUES	1993
BARR, ROSEANNE	AMERICAN MASTERS	1985
BARR, ROSEANNE	UNZIPPED	1995
BARR, ROSEANNE	MEET WALLY SPARKS	1997
BARR, ROSEANNE	15 MINUTES	2001
BARR, ROSEANNE	BLUE IN THE FACE	1995
BARR, ROSEANNE	THE EYES OF TAMMY FAYE	2000
BARR, ROSEANNE	GET BRUCE	1999
BARR, ROSEANNE	PLAYBOY: INSIDE THE PLAYBOY MANSION	2002
BARR, ROSEANNE	THE WOMAN WHO LOVED ELVIS	1993
BARR, ROSEANNE	FREDDY'S DEAD: THE FINAL NIGHTMARE	1991
BARR, ROSEANNE	CECIL B. DEMENTED	2000
BARR, STEVEN (I)	DRUG WARS: THE CAMARENA STORY	1990
BARR, STEVEN (I)	THE PERFECT STORM	2000
BARR, STEVEN (I)	COWBOY UP	2001
BARR, STEVEN (I)	VIRTUAL SEDUCTION	1995
BARR, STEVEN (I)	EVASIVE ACTION	1998
BARR, STEVEN (I)	KAZAAM	1996
BARR, STEVEN (I)	ATLANTIS: THE LOST EMPIRE	2001
BARRAZA, ADRIANA	AMORES PERROS	2000
BARRESE, SASHA	THE RING	2002
BARRESE, SASHA	LEGALLY BLONDE	2001
BARRESE, SASHA	HELLRAISER: INFERNO	2000
BARRESE, SASHA	AMERICAN PIE	1999
BARRETT, JACINDA	ART HOUSE	1998
BARRETT, JACINDA	CAMPFIRE TALES	1997
BARRETT, JACINDA	URBAN LEGENDS: FINAL CUT	2000
BARRETT, MALCOLM (I)	SWIMFAN	2002
BARRETT, MALCOLM (I)	KING OF THE JUNGLE	2000
BARRETTO, PATRIZIA	THE BIRDCAGE	1996
BARRON, DANA	PYTHON	2000
BARRON, DANA	THE MAN IN THE IRON MASK	1998
BARRON, DANA	CITY OF INDUSTRY	1997
BARRON, DANA	STAGEGHOST	2000
BARRON, DANA	REBEL HIGHWAY	1994
BARRON, DANA	DUMPED	2000
BARRON, DOUG (I)	THE YARDS	2000
BARRON, DOUG (I)	THE MAMBO KINGS	1992
BARRON, DOUG (I)	THE CONFESSION	1999
BARRON, DOUG (I)	RECKLESS	1995
BARRON, DOUG (I)	ONE GOOD COP	1991
BARRON, DOUG (I)	STONEWALL	1995
BARRON, DOUG (I)	THE COWBOY WAY	1994
BARRON, DOUG (I)	OFFICE KILLER	1997
BARRON, DOUG (I)	JUST VISITING	2001
BARRY, JASON (I)	CHAOS	2002
BARRY, JASON (I)	THE LAST OF THE HIGH KINGS	1996
BARRY, JASON (I)	WHEN THE SKY FALLS	2000
BARRY, JASON (I)	TITANIC	1997
BARRY, JASON (I)	CIRCLE OF FRIENDS	1995
BARRY, JASON (I)	SNITCH	1998
BARRY, MATTHEW (I)	ED WOOD	1994
BARRY, MATTHEW (I)	INDECENT PROPOSAL	1993
BARRY, MATTHEW (I)	RUSH HOUR 2	2001
BARRY, MATTHEW (I)	DEVIL IN A BLUE DRESS	1995
BARRY, MATTHEW (I)	RUSH HOUR	1998
BARRY, MATTHEW (I)	CRIMSON TIDE	1995
BARRY, MATTHEW (I)	CON AIR	1997
BARRY, NINA	SHE'S SO LOVELY	1997
BARRY, NINA	ANYWHERE BUT HERE	1999
BARRY, NINA	THE FAMILY MAN	2000
BARRY, RAYMOND J.	SUDDEN DEATH	1995
BARRY, RAYMOND J.	INTERVIEW WITH THE ASSASSIN	2002
BARRY, RAYMOND J.	COOL RUNNINGS	1993
BARRY, RAYMOND J.	THE CHAMBER	1996
BARRY, RAYMOND J.	THE TURNING	1992
BARRY, RAYMOND J.	DEAD MAN WALKING	1995
BARRY, RAYMOND J.	FLUBBER	1997
BARRY, RAYMOND J.	TRAINING DAY	2001
BARRY, RAYMOND J.	NEW PORT SOUTH	2001
BARRY, RAYMOND J.	DRUG WARS: THE CAMARENA STORY	1990
BARRY, RAYMOND J.	THE DEEP END	2001
BARRY, RAYMOND J.	RAPID FIRE	1992
BARRY, RAYMOND J.	MAD CITY	1997
BARRY, RAYMOND J.	RETURN TO PARADISE	1998
BARRY, RAYMOND J.	FALLING DOWN	1993
BARRY, RAYMOND J.	THE REF	1994
BARRY, RAYMOND J.	K2	1991
BARRY, STEVE (II)	THE ADVENTURES OF PLUTO NASH	2002
BARRY, STEVE (II)	THE DEAD ZONE	2002
BARRY, THOM	SPACE JAM	1996
BARRY, THOM	GHOSTS OF MISSISSIPPI	1996
BARRY, THOM	INDEPENDENCE DAY	1996
BARRY, THOM	STEEL	1997
BARRY, THOM	RULES OF ENGAGEMENT	2000
BARRY, THOM	WHITE MAN'S BURDEN	1995
BARRY, THOM	THE FAST AND THE FURIOUS	2001
BARRY, THOM	THE AMERICAN PRESIDENT	1995
BARRY, THOM	RIOT	1996
BARRY, THOM	SCHEMES	1994
BARRY, THOM	HIGH SCHOOL HIGH	1996
BARRY, THOM	CONGO	1995
BARRY, THOM	MAJOR LEAGUE: BACK TO THE MINORS	1998
BARRY, THOM	APOLLO 13	1995
BARRY, THOM	AIR FORCE ONE	1997
BARRY, TODD	ROAD TRIP	2000
BARRY, TODD	POOTIE TANG	2001
BARRYMORE, DREW (I)	BATMAN FOREVER	1995
BARRYMORE, DREW (I)	DOPPELGANGER	1993
BARRYMORE, DREW (I)	SKIPPED PARTS	2000
BARRYMORE, DREW (I)	CONFESSIONS OF A DANGEROUS MIND	2002
BARRYMORE, DREW (I)	TITAN A.E.	2000
BARRYMORE, DREW (I)	BAD GIRLS	1994
BARRYMORE, DREW (I)	THE WEDDING SINGER	1998
BARRYMORE, DREW (I)	SCREAM	1996
BARRYMORE, DREW (I)	RIDING IN CARS WITH BOYS	2001
BARRYMORE, DREW (I)	GUNCRAZY	1992
BARRYMORE, DREW (I)	WISHFUL THINKING	1996
BARRYMORE, DREW (I)	BOYS ON THE SIDE	1995
BARRYMORE, DREW (I)	NEVER BEEN KISSED	1999
BARRYMORE, DREW (I)	POISON IVY	1992
BARRYMORE, DREW (I)	WAYNE'S WORLD 2	1993
BARRYMORE, DREW (I)	NO PLACE TO HIDE	1992
BARRYMORE, DREW (I)	FREDDY GOT FINGERED	2001
BARRYMORE, DREW (I)	DONNIE DARKO	2001
BARRYMORE, DREW (I)	WAXWORK II: LOST IN TIME	1992
BARRYMORE, DREW (I)	E.T. THE EXTRA-TERRESTRIAL	1982
BARRYMORE, DREW (I)	MAD LOVE	1995
BARRYMORE, DREW (I)	SKETCH ARTIST	1992
BARRYMORE, DREW (I)	CHARLIE'S ANGELS	2000
BARRYMORE, DREW (I)	HOME FRIES	1998
BARRYMORE, DREW (I)	EVERYONE SAYS I LOVE YOU	1996
BARRYMORE, DREW (I)	MOTORAMA	1991
BARRYMORE, DREW (I)	EVERAFTER	1998
BART, ROGER	THE INSIDER	1999
BARTEE, JOHNNY	AMERICAN OUTLAWS	2001
BARTEE, JOHNNY	THE NEW GUY	2002
BARTEE, JOHNNY	MISS CONGENIALITY	2000
BARTEE, JOHNNY	LONE STAR STATE OF MIND	2002
BARTEL, PAUL (I)	NOT LIKE US	1995
BARTEL, PAUL (I)	A BUCKET OF BLOOD	1995
BARTEL, PAUL (I)	THE JERKY BOYS	1995
BARTEL, PAUL (I)	POSSE	1993
BARTEL, PAUL (I)	MELTING POT	1998
BARTEL, PAUL (I)	ESCAPE FROM L.A.	1996
BARTEL, PAUL (I)	THE POPE MUST DIE	1991
BARTEL, PAUL (I)	BILLY'S HOLLYWOOD SCREEN KISS	1998
BARTEL, PAUL (I)	THE USUAL SUSPECTS	1995
BARTEL, PAUL (I)	PERFECT FIT	2001
BARTEL, PAUL (I)	LEWIS & CLARK & GEORGE	1997
BARTEL, PAUL (I)	PREY OF THE JAGUAR	1996
BARTEL, PAUL (I)	BASQUIAT	1996
BARTEL, PAUL (I)	ACTING ON IMPULSE	1993
BARTEL, PAUL (I)	HAMLET	2000
BARTEL, PAUL (I)	JOE'S APARTMENT	1996
BARTEL, PAUL (I)	THE ELEVATOR	1996
BARTHA, JUSTIN	54	1998
BARTLETT, BONNIE	THE WALTONS	1971
BARTLETT, BONNIE	DAVE	1993
BARTLETT, BONNIE	GHOSTS OF MISSISSIPPI	1996
BARTLETT, BONNIE	THE COURTYARD	1995
BARTLETT, BONNIE	SHILOH	1996
BARTLETT, BONNIE	THE GRASS HARP	1995
BARTLETT, BONNIE	SHILOH 2: SHILOH SEASON	1999
BARTLETT, BONNIE	PRIMARY COLORS	1998
BARTLETT, CAL	MAVERICK	1994
BARTLETT, CAL	KEPT	2001
BARTLETT, CAL	DROID GUNNER	1995
BARTLETT, CAL	PAINT YOUR WAGON	1969
BARTLETT, CAL	SINFUL INTRIGUE	1995
BARTLETT, CAL	BONANZA: UNDER ATTACK	1995
BARTLETT, CAL	THE SHOOTER	1997
BARTLETT, ERINN	SHALLOW HAL	2001
BARTLETT, ERINN	BUYING THE COW	2002
BARTLETT, ERINN	PUMPKIN	2002
BARTLETT, ERINN	LITTLE NICKY	2000
BARTLETT, ERINN	GIRL FEVER	2002
BARTLETT, ERINN	A DAY WITH THE MEATBALL	2002
BARTLETT, ERINN	THE IN CROWD	2000
BARTLETT, ERINN	DEEP BLUE SEA	1999
BARTLETT, JAMIE (I)	ERNEST GOES TO AFRICA	1997
BARTLETT, JAMIE (I)	BRAVO TWO ZERO	1999
BARTLETT, JAMIE (I)	WARHEAD	1996
BARTLETT, NICK (I)	BRING ME THE HEAD OF MAVIS DAVIS	1997
BARTLETT, NICK (I)	CUTTHROAT ISLAND	1995
BARTLETT, NICK (I)	GANGS OF NEW YORK	2002
BARTLETT, NICK (I)	TOPSY-TURVY	1999
BARTLETT, NICK (I)	FIERCE CREATURES	1997
BARTLETT, NICK (I)	THE 51ST STATE	2001
BARTOK, JAYCE	CALLING BOBCAT	2000
BARTOK, JAYCE	SPIDER-MAN	2002
BARTOK, JAYCE	PASSED AWAY	1992
BARTOK, JAYCE	SWING KIDS	1993
BARTOK, JAYCE	THE FISHER KING	1991
BARTOK, JAYCE	SCHOOL TIES	1992
BARTOK, JAYCE	SUBURBIA	1996
BARTON, AMANDA (I)	DEAD END	1998
BARTON, DORIE (I)	FOREIGN CORRESPONDENTS	1999
BARTON, DORIE (I)	DO YOU WANNA KNOW A SECRET?	2001
BARTON, MISCHA	SKIPPED PARTS	2000
BARTON, MISCHA	LOST AND DELIRIOUS	2001
BARTON, MISCHA	THE SIXTH SENSE	1999
BARTON, MISCHA	LAWN DOGS	1997
BARTON, MISCHA	PARANOID	2000
BARTON, MISCHA	NOTTING HILL	1999
BARTON, MISCHA	PUPS	1999
BARTON, MISCHA	TART	2001
BARTON, RODGER	DETROIT ROCK CITY	1999
BARTON, RODGER	FOCUS	2001
BARTON, RODGER	EXECUTION OF JUSTICE	1999
BARTON, RODGER	RATED X	2000
BARTON, RODGER	IN LOVE AND WAR	1996
BARTON, RODGER	NEVER TALK TO STRANGERS	1995
BARTON, RODGER	THE THIRD MIRACLE	1999
BARTON, RODGER	HENDRIX	2000
BARTON, RODGER	BETWEEN STRANGERS	2002
BARTON, RODGER	KEEP THE FAITH, BABY	2002
BARTRAM, BRAD	SEX COURT: THE MOVIE	2001
BARTRAM, BRAD	THE SEDUCTION OF MAXINE	2000
BARTRAM, BRAD	EMMANUELLE 2000: EMMANUELLE'S INTIMATE ENCOUNTERS	2000
BARTRAM, BRAD	LIFE OF A GIGOLO	1998
BARTRAM, BRAD	REDEMPTION	2002
BARTRAM, BRAD	THE EXOTIC TIME MACHINE II: FORBIDDEN ENCOUNTERS	2000
BARTRAM, BRAD	BARE DECEPTION	2000
BARTRAM, BRAD	PERSONALS: COLLEGE GIRL SEEKING...	2001
BARTRAM, BRAD	THE MISTRESS CLUB	2000
BARTRAM, BRAD	VINYL DOLLS	2002
BARTRAM, BRAD	HOLLYWOOD'S HIDDEN LIVES	2001
BARTRAM, BRAD	PERFECTLY LEGAL	2002
BARTRAM, BRAD	VIRTUAL GIRL 2: VIRTUAL VEGAS	2001
BARTRAM, BRAD	EMBRACE THE DARKNESS	1999
BARTRAM, BRAD	WICKED SINS	2002
BARTRAM, BRAD	TEMPTATIONS	1999
BARTY, BILLY	VENDETTA: SECRETS OF A MAFIA BRIDE	1991
BARTY, BILLY	THE EXTREME ADVENTURES OF SUPER DAVE	2000
BARTY, BILLY	RADIOLAND MURDERS	1994
BARTY, BILLY	OUTLAWS: THE LEGEND OF O.B. TAGGART	1994
BARTY, BILLY	AN ALAN SMITHEE FILM: BURN HOLLYWOOD BURN	1997
BARTY, BILLY	THE WALTONS	1971
BARTY, BILLY	AMERICAN MASTERS	1985
BARTY, BILLY	ROUSTABOUT	1964
BARUC, SIRI	TEACH ME	1998
BARUC, SIRI	BEYOND PARADISE	1998
BARUC, SIRI	TEACHER'S PET	2000
BARUC, SIRI	MY BROTHER THE PIG	1999
BARUC, SIRI	THE WISHER	2002
BARUC, SIRI	CAN'T BE HEAVEN	2000
BARUC, SIRI	DROWNING ON DRY LAND	1999
BARUC, SIRI	FUGITIVE RAGE	1996
BARUC, SIRI	ANGEL'S DANCE	1999
BARUCHEL, JAY	MATTHEW BLACKHEART: MONSTER SMASHER	2002
BARUCHEL, JAY	ALMOST FAMOUS	2000
BARUCHEL, JAY	THE RULES OF ATTRACTION	2002
BASARABA, GARY	THE WAR	1994
BASARABA, GARY	DEAD SILENCE	1997
BASARABA, GARY	IN THE LINE OF DUTY: MANHUNT IN THE DAKOTAS	1991
BASARABA, GARY	LIFEBREATH	1997
BASARABA, GARY	THE SPORTS PAGES	2001
BASARABA, GARY	K-9: P.I.	2002
BASARABA, GARY	MRS. PARKER AND THE VICIOUS CIRCLE	1994
BASARABA, GARY	STRIPTEASE	1996
BASARABA, GARY	UNFAITHFUL	2002
BASCHE, DAVID ALAN	FULL FRONTAL	2002
BASCO, DANTE	THE DEBUT	2000
BASCO, DANTE	FAKIN' DA FUNK	1997
BASCO, DANTE	BUT I'M A CHEERLEADER	1999
BASCO, DANTE	EXTREMEDAYS	2001
BASCO, DANTE	FIST OF THE NORTH STAR	1995
BASCO, DANTE	RIOT	1997
BASCO, DANTE	THE PERFECT WEAPON	1991
BASCO, DANTE	GANGSTAZ	1996
BASCO, DEREK	THE DEBUT	2000
BASCO, DEREK	SIX DAYS SEVEN NIGHTS	1998
BASCO, DEREK	PROS & CONS	1999
BASCO, DEREK	RIOT	1997
BASCO, DEREK	SPIDER'S WEB	2002
BASCO, DEREK	SGT. BILKO	1996
BASCO, DION	THE DEBUT	2000
BASCO, DION	THE TIN SOLDIER	1995
BASCO, DION	RACE THE SUN	1996
BASCO, DION	LOVE & BASKETBALL	2000
BASCO, DION	DAHMER	2002
BASHEY, ISMAIL	ROLLERBALL	2002
BASHEY, ISMAIL	INDEPENDENT LENS	1999
BASHEY, ISMAIL	MAMBO CAFÈ	2000
BASHEY, ISMAIL	THE WARRIOR	2001
BASHEY, ISMAIL	THE GURU	2002
BASHEY, ISMAIL	THE TIC CODE	1999
BASILE, JOE (I)	KISS TOMORROW GOODBYE	2000
BASILE, JOE (I)	AFTER THE GAME	1997
BASILE, JOE (I)	GIA	1998
BASILE, JOE (I)	WINCHELL	1998
BASILE, JOE (I)	CRIME OF THE CENTURY	1996
BASILE, JOE (I)	SENSELESS	1998
BASILE, JOE (I)	BYE BYE LOVE	1995
BASILE, JOE (I)	FIRE DOWN BELOW	1997
BASILE, JOE (I)	8 HEADS IN A DUFFEL BAG	1997
BASILE, JOE (I)	DOUBLE TAKE	2001
BASILE, JOE (I)	BODY SHOTS	1999
BASINGER, KIM	I DREAMED OF AFRICA	2000
BASINGER, KIM	THE REAL MCCOY	1993
BASINGER, KIM	8 MILE	2002
BASINGER, KIM	COOL WORLD	1992
BASINGER, KIM	BLESS THE CHILD	2000
BASINGER, KIM	THE GETAWAY	1994
BASINGER, KIM	FINAL ANALYSIS	1992
BASINGER, KIM	WAYNE'S WORLD 2	1993
BASINGER, KIM	KILLJOY	1981
BASINGER, KIM	PRÍT-‡-PORTER	1994
BASINGER, KIM	PEOPLE I KNOW	2002
BASINGER, KIM	THE MARRYING MAN	1991
BASINGER, KIM	L.A. CONFIDENTIAL	1997
BASKIN, ELYA	AUSTIN POWERS: INTERNATIONAL MAN OF MYSTERY	1997
BASKIN, ELYA	SPY HARD	1996
BASKIN, ELYA	HEARTBREAKERS	2001
BASKIN, ELYA	RUNNING RED	1999
BASKIN, ELYA	LOVE AFFAIR	1994
BASKIN, ELYA	AIR FORCE ONE	1997
